Generation,Best_Fitness,Average_Fitness,Worst_Fitness,Top_1_Genome,Top_2_Genome,Top_3_Genome,Top_4_Genome,Top_5_Genome,Top_6_Genome,Top_7_Genome,Top_8_Genome,Top_9_Genome,Top_10_Genome
8,-2,-17.5,-68,"[-1, 18, 1, 5, 8, 10, 14, 43]","[2, 21, 0, 6, 9, 0, 12, 46]","[2, 21, 0, 6, 9, 0, 12, 46]","[2, 21, 0, 6, 9, 0, 12, 46]","[1, 19, 1, 6, 11, 0, 13, 44]","[10, 4, 3, 9, 4, 7, 14, 42]","[-5, 20, 3, -1, 17, 1, 12, 44]","[-6, 19, 4, -1, 18, 1, 12, 44]","[10, 19, 1, 6, 10, 7, 13, 44]","[-11, 18, 6, -5, 23, 2, 11, 43]"
9,0,-10.0,-36,"[0, 19, 3, 1, 16, 5, 12, 44]","[9, 18, 2, 5, 1, 8, 13, 43]","[-1, 18, 1, 5, 8, 10, 14, 43]","[1, 20, 0, 6, 9, 4, 13, 45]","[-1, 18, 4, 0, 17, 4, 12, 43]","[2, 21, 0, 6, 9, 0, 12, 46]","[-3, 19, 2, 2, 13, 5, 13, 44]","[3, 19, 0, 6, 8, 1, 12, 46]","[-3, 19, 2, 2, 12, 6, 13, 43]","[9, 6, 3, 9, 5, 6, 14, 42]"
10,0,-11.85,-58,"[0, 19, 3, 1, 16, 5, 12, 44]","[-1, 18, 4, 0, 17, 4, 12, 43]","[-1, 18, 4, 0, 17, 4, 12, 43]","[-2, 16, 2, 5, 11, 8, 15, 41]","[-3, 19, 2, 2, 13, 5, 13, 44]","[9, 7, 3, 9, 5, 6, 14, 42]","[-3, 19, 2, 2, 12, 6, 13, 43]","[3, 18, 0, 6, 8, 1, 12, 46]","[3, 19, 0, 6, 8, 1, 12, 45]","[-3, 17, 4, 0, 17, 3, 12, 42]"
11,0,-15.55,-67,"[0, 19, 3, 1, 16, 5, 12, 44]","[-1, 19, 3, 1, 14, 5, 12, 44]","[3, 13, 3, 6, 9, 6, 14, 43]","[-2, 16, 2, 5, 11, 8, 15, 41]","[-3, 19, 2, 2, 13, 5, 13, 44]","[3, 18, 0, 6, 8, 1, 12, 46]","[-3, 19, 2, 2, 12, 6, 13, 43]","[-3, 19, 2, 2, 12, 6, 13, 43]","[3, 13, 2, 5, 9, 5, 13, 43]","[-2, 15, 3, 5, 13, 2, 14, 41]"
12,0,-10.15,-58,"[0, 19, 3, 1, 16, 5, 12, 44]","[-2, 16, 2, 5, 11, 8, 15, 41]","[6, 17, 2, 6, 6, 2, 13, 43]","[-1, 18, 3, 3, 13, 4, 12, 43]","[-2, 16, 2, 5, 11, 7, 15, 41]","[3, 18, 0, 6, 8, 1, 12, 46]","[3, 18, 0, 6, 8, 1, 12, 46]","[3, 18, 0, 6, 8, 1, 12, 46]","[-3, 19, 2, 2, 12, 6, 13, 43]","[0, 18, 3, 1, 15, 5, 12, 40]"
13,0,-23.75,-68,"[0, 19, 3, 1, 16, 5, 12, 44]","[2, 18, 1, 4, 12, 3, 12, 45]","[2, 17, 1, 6, 9, 3, 13, 45]","[0, 19, 1, 4, 10, 4, 13, 44]","[4, 18, 1, 6, 7, 1, 12, 45]","[2, 18, 0, 6, 8, 2, 12, 45]","[-1, 17, 1, 5, 10, 5, 14, 42]","[-2, 16, 2, 5, 11, 6, 14, 41]","[-1, 16, 3, 5, 11, 5, 12, 42]","[-1, 15, 4, 6, 11, 4, 10, 42]"
14,0,-20.3,-71,"[0, 19, 3, 1, 16, 5, 12, 44]","[2, 18, 1, 5, 11, 3, 12, 45]","[2, 17, 1, 5, 10, 3, 13, 45]","[2, 18, 1, 6, 8, 3, 13, 44]","[3, 18, 3, 4, 12, 3, 12, 39]","[-1, 16, 3, 5, 11, 5, 12, 42]","[1, 17, 1, 5, 9, 3, 13, 43]","[1, 19, 2, 4, 10, 4, 12, 38]","[4, 18, 3, 6, 7, 1, 11, 36]","[-1, 15, 4, 5, 11, 4, 5, 42]"
15,0,-16.45,-44,"[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[2, 17, 1, 5, 10, 3, 13, 45]","[2, 17, 1, 5, 10, 3, 13, 45]","[2, 18, 1, 6, 8, 3, 13, 44]","[1, 17, 1, 5, 9, 3, 13, 43]","[1, 16, 4, 5, 11, 4, 8, 41]","[1, 17, 3, 4, 12, 3, 9, 40]","[3, 17, 4, 5, 9, 3, 11, 34]"
16,0,-10.5,-35,"[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[1, 19, 3, 2, 14, 5, 12, 42]","[0, 18, 3, 2, 15, 4, 11, 43]","[2, 17, 1, 5, 10, 3, 13, 45]","[2, 17, 1, 5, 10, 3, 13, 44]","[1, 18, 3, 3, 13, 4, 10, 41]"
17,0,-14.5,-69,"[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[1, 19, 3, 2, 15, 5, 12, 43]","[0, 19, 3, 1, 15, 5, 12, 43]","[0, 19, 3, 1, 15, 5, 12, 43]","[0, 19, 3, 1, 15, 5, 12, 43]","[0, 18, 3, 2, 15, 4, 11, 43]"
18,0,-6.6,-37,"[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 15, 5, 12, 43]"
19,0,-10.4,-61,"[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[1, 18, 6, 5, 13, 4, 11, 40]"
20,0,-14.0,-66,"[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 4, 3, 16, 5, 12, 43]","[1, 18, 6, 4, 13, 4, 11, 41]","[1, 18, 6, 5, 15, 4, 12, 42]","[1, 18, 4, 3, 14, 4, 11, 41]"
21,0,-15.95,-61,"[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 43]","[0, 19, 4, 2, 16, 5, 12, 43]","[0, 19, 4, 3, 16, 5, 12, 43]","[0, 19, 3, 2, 15, 5, 12, 42]","[1, 19, 3, 1, 13, 5, 12, 44]"
22,0,-10.35,-59,"[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 2, 15, 5, 12, 43]","[1, 19, 3, 1, 14, 5, 12, 44]","[0, 19, 3, 2, 15, 5, 12, 43]","[0, 19, 4, 2, 16, 5, 12, 43]","[0, 19, 4, 3, 16, 5, 12, 43]","[6, 12, 3, 6, 15, 2, 11, 42]","[4, 14, 3, 4, 15, 3, 11, 43]"
23,0,-15.55,-56,"[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[2, 17, 3, 3, 15, 4, 12, 43]","[0, 19, 3, 2, 15, 5, 12, 43]","[0, 19, 3, 2, 15, 5, 12, 42]","[2, 16, 3, 3, 15, 4, 11, 43]","[1, 18, 4, 3, 14, 4, 11, 42]","[2, 19, 3, 2, 10, 5, 12, 43]","[2, 19, 3, 2, 10, 5, 12, 43]","[7, 9, 3, 7, 14, 1, 9, 42]"
24,0,-12.75,-56,"[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[2, 16, 3, 3, 15, 4, 11, 43]","[2, 16, 3, 3, 15, 4, 11, 43]","[1, 19, 3, 2, 13, 5, 12, 42]","[2, 15, 4, 3, 13, 4, 10, 42]","[1, 15, 4, 2, 13, 4, 10, 42]","[4, 8, 3, 2, 12, 4, 9, 43]"
25,0,-12.15,-51,"[0, 19, 3, 1, 16, 5, 12, 44]","[0, 19, 3, 1, 16, 5, 12, 44]","[1, 19, 3, 2, 14, 5, 12, 43]","[1, 19, 3, 2, 14, 5, 12, 43]","[0, 19, 3, 1, 15, 5, 12, 43]","[0, 19, 3, 1, 15, 5, 12, 43]","[1, 16, 3, 10, 16, 5, 8, 44]","[2, 16, 3, 3, 15, 4, 11, 43]","[1, 14, 3, 3, 16, 5, 8, 44]","[3, 13, 3, 3, 14, 4, 10, 43]"
26,0,-9.65,-23,"[0, 19, 3, 1, 16, 5, 12, 44]","[1, 18, 3, 6, 15, 5, 10, 43]","[1, 17, 3, 6, 15, 5, 10, 44]","[0, 18, 3, 1, 15, 5, 12, 43]","[1, 15, 3, 2, 16, 5, 9, 44]","[3, 13, 3, 3, 14, 4, 10, 43]","[1, 5, 8, 2, 14, 8, 12, 43]","[1, 14, 3, 3, 15, 4, 9, 43]","[3, 18, 2, 4, 9, 5, 7, 44]","[3, 13, 3, 2, 13, 4, 10, 43]"
27,0,-4.9,-10,"[0, 19, 3, 1, 16, 5, 12, 44]","[2, 16, 3, 5, 15, 5, 10, 44]","[2, 16, 3, 5, 15, 5, 10, 43]","[2, 16, 3, 5, 14, 5, 10, 44]","[1, 16, 4, 5, 15, 5, 10, 43]","[1, 17, 3, 6, 15, 5, 10, 44]","[1, 15, 3, 6, 15, 5, 9, 44]","[1, 19, 3, 2, 13, 5, 10, 44]","[2, 15, 3, 4, 14, 4, 10, 43]","[2, 18, 2, 3, 12, 5, 9, 44]"
28,0,-16.0,-71,"[0, 19, 3, 1, 16, 5, 12, 44]","[1, 16, 3, 6, 15, 5, 10, 44]","[2, 16, 3, 5, 15, 5, 10, 44]","[1, 17, 3, 6, 15, 5, 10, 44]","[1, 16, 4, 5, 14, 5, 10, 43]","[1, 13, 4, 5, 15, 6, 10, 44]","[1, 13, 4, 5, 15, 6, 10, 44]","[1, 15, 3, 5, 15, 5, 9, 44]","[2, 18, 2, 3, 13, 5, 9, 44]","[1, 10, 6, 4, 14, 7, 11, 43]"
29,0,-8.2,-65,"[0, 19, 3, 1, 16, 5, 12, 44]","[2, 16, 3, 5, 15, 5, 10, 44]","[0, 18, 3, 2, 16, 5, 12, 44]","[1, 18, 3, 3, 16, 5, 11, 44]","[1, 17, 3, 3, 15, 5, 11, 44]","[2, 15, 3, 5, 15, 5, 10, 44]","[2, 16, 3, 5, 13, 5, 10, 44]","[1, 14, 4, 4, 15, 6, 10, 44]","[1, 13, 4, 5, 15, 5, 10, 44]","[1, 9, 6, 3, 14, 8, 12, 43]"
0,-4,-104.35,-240,"[-24, -2, -2, 30, 20, 28, 45, 9]","[22, 9, 43, -16, 13, 34, 40, -40]","[11, 1, -26, 47, 39, -17, 38, 16]","[21, 3, -9, 33, 41, 39, -1, -8]","[-30, 45, 44, -19, 9, -23, 50, -3]"
1,-3,-41.85,-138,"[9, 0, -19, 44, 37, -19, 38, 13]","[13, 21, 18, 11, 29, 8, -32, 35]","[-24, -2, -2, 30, 20, 28, 45, 9]","[12, 3, -10, 22, 37, 32, 2, -6]","[11, 1, -26, 47, 39, -17, 38, 16]"
2,0,-21.8,-57,"[10, 9, -15, 41, 32, -16, 32, 7]","[9, 0, -19, 44, 37, -19, 38, 13]","[9, 0, -19, 44, 37, -19, 38, 13]","[7, 16, 19, 14, 19, 14, -26, 41]","[10, 1, -23, 46, 38, -18, 38, 15]"
3,0,-18.15,-67,"[10, 9, -15, 41, 32, -16, 32, 7]","[10, 9, -15, 41, 32, -16, 32, 7]","[10, 9, -15, 41, 32, -16, 32, 7]","[11, 7, 17, 12, 29, 15, -18, 29]","[9, 0, -17, 43, 36, -18, 38, 12]"
4,0,-16.6,-29,"[10, 9, -15, 41, 32, -16, 32, 7]","[9, 2, -12, 38, 31, -14, 34, 10]","[10, 5, 13, 17, 28, 8, -7, 23]","[8, 6, -8, 38, 30, -18, 33, 5]","[9, 2, 5, 25, 27, -3, 12, 14]"
5,0,-15.85,-42,"[10, 9, -15, 41, 32, -16, 32, 7]","[10, 8, -14, 40, 32, -16, 32, 8]","[9, 3, -11, 38, 31, -15, 34, 9]","[9, 2, -11, 37, 31, -14, 34, 9]","[8, 4, -10, 38, 30, -16, 33, 7]"
6,0,-13.7,-46,"[10, 9, -15, 41, 32, -16, 32, 7]","[10, 8, -14, 40, 32, -16, 32, 8]","[9, 3, -11, 38, 31, -15, 34, 9]","[9, 4, -12, 38, 31, -15, 34, 9]","[9, 7, -5, 35, 29, -14, 33, 2]"
7,0,-17.95,-71,"[10, 9, -15, 41, 32, -16, 32, 7]","[9, 4, -11, 38, 31, -15, 34, 9]","[9, 4, -9, 36, 30, -14, 34, 7]","[9, 3, -10, 37, 30, -15, 33, 9]","[7, 4, 1, 31, 28, -12, 25, 8]"
8,0,-19.8,-60,"[10, 9, -15, 41, 32, -16, 32, 7]","[9, 4, -11, 38, 31, -15, 34, 9]","[8, 5, -9, 30, 30, -11, 32, 9]","[8, 5, -9, 30, 30, -11, 32, 8]","[8, 9, 3, 24, 19, 4, 19, 4]"
9,0,-15.7,-31,"[10, 9, -15, 41, 32, -16, 32, 7]","[9, 8, -13, 38, 31, -15, 32, 8]","[10, 8, -12, 39, 30, -15, 30, 7]","[9, 6, -11, 33, 31, -12, 32, 8]","[9, 7, -8, 37, 27, -13, 27, 6]"
10,0,-20.5,-80,"[10, 9, -15, 41, 32, -16, 32, 7]","[9, 7, -12, 37, 31, -14, 32, 8]","[10, 8, -12, 39, 30, -15, 30, 7]","[9, 7, -12, 35, 31, -13, 32, 8]","[8, 6, -9, 32, 29, -11, 31, 8]"
11,0,-23.05,-84,"[10, 9, -15, 41, 32, -16, 32, 7]","[9, 7, -12, 36, 31, -13, 32, 8]","[10, 8, -12, 38, 30, -15, 30, 7]","[8, 7, -5, 34, 27, -10, 26, 7]","[8, 6, -8, 33, 28, -11, 29, 8]"
12,0,-8.5,-19,"[10, 9, -15, 41, 32, -16, 32, 7]","[10, 9, -15, 41, 32, -16, 32, 7]","[9, 9, -9, 39, 26, -10, 31, 7]","[9, 8, -6, 35, 25, -8, 31, 8]","[8, 8, 4, 35, 14, 2, 29, 2]"
13,0,-18.0,-95,"[10, 9, -15, 41, 32, -16, 32, 7]","[9, 8, -3, 35, 21, -5, 30, 6]","[8, 8, 3, 35, 15, 1, 29, 2]","[10, 9, -12, 39, 30, -13, 32, 7]","[9, 7, -5, 35, 25, -9, 28, 7]"
14,0,-13.75,-62,"[10, 9, -15, 41, 32, -16, 32, 7]","[10, 9, -14, 40, 31, -15, 32, 7]","[10, 9, -15, 41, 32, -16, 32, 7]","[9, 8, -3, 35, 22, -6, 29, 6]","[8, 8, 2, 35, 16, 0, 29, 2]"
15,0,-7.35,-44,"[10, 9, -15, 41, 32, -16, 32, 7]","[7, 6, -3, 36, 26, -7, 28, 7]","[10, 9, -14, 40, 31, -15, 32, 7]","[10, 9, -14, 40, 31, -15, 32, 7]","[10, 9, -14, 40, 31, -15, 31, 7]"
16,0,-8.7,-44,"[10, 9, -15, 41, 32, -16, 32, 7]","[10, 9, -13, 40, 30, -14, 31, 7]","[10, 9, -14, 40, 31, -15, 32, 7]","[10, 9, -12, 39, 29, -13, 31, 7]","[1, 9, 3, 37, 10, 4, 30, 6]"
17,0,-9.4,-65,"[10, 9, -15, 41, 32, -16, 32, 7]","[10, 9, -14, 40, 31, -15, 32, 7]","[10, 9, -15, 41, 32, -16, 32, 7]","[10, 9, -13, 38, 30, -14, 32, 7]","[2, 9, 1, 37, 13, 1, 30, 6]"
18,0,-7.65,-28,"[10, 9, -15, 41, 32, -16, 32, 7]","[8, 9, -10, 38, 26, -10, 32, 7]","[6, 9, -6, 39, 22, -7, 31, 7]","[3, 9, 1, 37, 13, 2, 30, 6]","[5, 9, -5, 39, 20, -5, 31, 7]"
19,0,-12.05,-62,"[10, 9, -15, 41, 32, -16, 32, 7]","[3, 9, 0, 37, 15, 0, 30, 6]","[8, 9, -10, 40, 28, -11, 31, 6]","[4, 9, -1, 36, 17, -2, 30, 6]","[4, 9, -1, 37, 16, -2, 30, 6]"
20,0,-13.1,-66,"[10, 9, -15, 41, 32, -16, 32, 7]","[6, 8, -5, 38, 21, -5, 31, 6]","[6, 9, -5, 38, 22, -6, 30, 6]","[6, 8, -5, 38, 22, -5, 31, 6]","[5, 9, -3, 38, 20, -3, 30, 6]"
21,0,-12.2,-54,"[10, 9, -15, 41, 32, -16, 32, 7]","[6, 7, -2, 32, 25, -1, 26, 5]","[8, 8, -10, 39, 26, -10, 31, 6]","[8, 9, -10, 40, 27, -11, 32, 7]","[6, 8, -5, 38, 6, 9, 30, 6]"
22,0,-11.15,-44,"[10, 9, -15, 41, 32, -16, 32, 7]","[8, 8, -8, 39, 24, -9, 31, 6]","[7, 8, -4, 33, 22, -5, 29, 6]","[7, 7, -3, 33, 22, -4, 28, 6]","[7, 7, -3, 33, 22, -3, 26, 6]"
23,0,-15.55,-45,"[10, 9, -15, 41, 32, -16, 32, 7]","[9, 8, -9, 39, 25, -11, 30, 7]","[7, 7, -3, 32, 23, -3, 27, 6]","[7, 6, -2, 36, 18, -2, 25, 6]","[8, 7, -7, 38, 21, -9, 29, 6]"
24,0,-9.25,-33,"[10, 9, -15, 41, 32, -16, 32, 7]","[9, 8, -9, 37, 28, -10, 30, 7]","[8, 1, 4, 35, 23, 8, 8, 10]","[8, 8, -9, 36, 27, -9, 29, 6]","[9, 7, -9, 38, 25, -9, 26, 7]"
25,0,-11.5,-51,"[10, 9, -15, 41, 32, -16, 32, 7]","[9, 8, -9, 37, 28, -10, 30, 7]","[9, 8, -9, 37, 28, -10, 30, 7]","[8, 3, 2, 34, 23, 5, 13, 9]","[8, 0, 6, 38, 25, -8, 25, 3]"
26,0,-8.8,-38,"[10, 9, -15, 41, 32, -16, 32, 7]","[9, 8, -9, 37, 28, -9, 29, 7]","[8, 8, 5, 34, 24, 6, 10, 5]","[10, 9, -13, 39, 30, -14, 31, 7]","[9, 8, -11, 39, 30, -12, 31, 7]"
27,0,-6.8,-25,"[10, 9, -15, 41, 32, -16, 32, 7]","[10, 9, -14, 40, 31, -15, 32, 7]","[9, 8, -10, 38, 29, -10, 29, 7]","[10, 8, -13, 40, 30, -13, 30, 7]","[9, 8, -10, 38, 29, -10, 30, 7]"
28,0,-11.65,-55,"[10, 9, -15, 41, 32, -16, 32, 7]","[10, 9, -14, 40, 31, -15, 32, 7]","[9, 9, -10, 39, 30, -9, 26, 6]","[9, 8, -10, 38, 29, -10, 29, 7]","[9, 8, -11, 38, 29, -11, 30, 7]"
29,0,-15.8,-64,"[10, 9, -15, 41, 32, -16, 32, 7]","[9, 8, -10, 38, 29, -10, 29, 7]","[9, 9, -10, 39, 30, -9, 26, 6]","[10, 8, -12, 39, 30, -12, 30, 7]","[9, 8, -5, 37, 27, -4, 23, 6]"
